country,date,account_cnt,total_country_account_cnt,rank_total_country_account_cnt,send_interval,is_verified,is_unsubscribed,sent_msg,total_country_sent_cnt,rank_total_country_sent_cnt,open_msg,click_msg
China,2020-12-26,1,490,8,1,1,0,113,10181,5,41,8
Spain,2020-11-29,1,536,6,1,0,0,2,9491,7,0,0
Italy,2020-12-03,1,386,9,1,1,1,7,7897,11,5,2
India,2020-12-14,6,2687,2,1,0,0,11,51189,2,5,0
Taiwan,2020-12-14,0,500,7,3,1,1,6,9189,9,4,1
Canada,2020-11-26,7,2067,3,1,0,0,4,37914,3,1,0
Italy,2020-12-22,2,386,9,1,0,0,2,7897,11,0,0
France,2020-11-09,1,553,5,1,1,0,4,9520,6,3,0
United Kingdom,2021-01-26,0,859,4,7,1,0,4,15748,4,0,0
India,2020-12-10,0,2687,2,7,1,0,4,51189,2,4,2
China,2021-01-20,5,490,8,1,1,0,110,10181,5,48,5
France,2021-01-14,4,553,5,1,0,0,6,9520,6,2,0
United States,2020-12-18,28,12384,1,1,1,1,282,233503,1,150,20
Canada,2020-11-27,4,2067,3,1,1,1,23,37914,3,9,1
Singapore,2021-01-23,0,375,10,2,1,0,1,8899,10,1,0
Taiwan,2020-11-16,1,500,7,3,1,1,0,9189,9,0,0
China,2020-12-15,1,490,8,1,0,0,1,10181,5,1,0
Singapore,2021-02-05,0,375,10,1,1,0,69,8899,10,13,2
France,2020-12-17,2,553,5,1,1,1,9,9520,6,4,0
United States,2021-01-02,15,12384,1,1,1,1,130,233503,1,74,6
China,2020-12-03,0,490,8,1,1,1,9,10181,5,6,2
Canada,2021-01-21,15,2067,3,1,1,0,319,37914,3,105,6
Germany,2021-02-11,0,490,8,1,1,0,60,9483,8,19,2
Singapore,2020-12-25,2,375,10,1,1,1,3,8899,10,3,0
France,2020-12-07,1,553,5,1,0,0,1,9520,6,0,0
Italy,2021-01-21,0,386,9,7,1,1,1,7897,11,0,0
India,2021-01-30,0,2687,2,1,0,1,3,51189,2,0,0
Singapore,2020-11-09,2,375,10,1,1,1,1,8899,10,1,0
United States,2021-02-04,0,12384,1,7,1,0,8,233503,1,0,0
Canada,2020-12-08,1,2067,3,7,1,0,0,37914,3,0,0
Taiwan,2021-01-14,2,500,7,1,0,0,2,9189,9,0,0
India,2021-01-21,0,2687,2,1,0,1,5,51189,2,5,0
Spain,2020-12-02,2,536,6,1,0,0,0,9491,7,0,0
United States,2020-12-01,91,12384,1,1,1,0,2185,233503,1,715,63
France,2021-01-06,0,553,5,7,1,0,3,9520,6,0,0
United Kingdom,2020-11-16,0,859,4,1,1,1,7,15748,4,6,1
India,2020-12-29,6,2687,2,1,1,1,61,51189,2,16,1
India,2020-12-23,5,2687,2,1,0,0,3,51189,2,0,0
China,2020-12-19,1,490,8,1,1,1,13,10181,5,13,0
Spain,2020-11-19,1,536,6,1,0,0,0,9491,7,0,0
United States,2020-11-09,28,12384,1,1,0,0,18,233503,1,4,0
Spain,2021-02-17,0,536,6,1,1,0,16,9491,7,3,0
Germany,2020-11-08,2,490,8,1,1,0,16,9483,8,13,3
Singapore,2020-11-25,0,375,10,1,1,1,4,8899,10,1,0
Germany,2020-11-18,1,490,8,7,1,0,0,9483,8,0,0
United States,2020-12-20,29,12384,1,1,0,0,35,233503,1,15,1
Canada,2020-12-20,0,2067,3,7,1,0,9,37914,3,0,0
Canada,2020-11-25,0,2067,3,1,0,1,3,37914,3,3,0
United Kingdom,2021-01-25,2,859,4,1,1,1,12,15748,4,6,0
United States,2021-02-03,0,12384,1,1,1,0,2017,233503,1,704,62
Italy,2021-01-19,5,386,9,1,1,0,65,7897,11,28,5
Italy,2020-11-23,3,386,9,1,1,0,51,7897,11,25,7
Taiwan,2020-12-20,1,500,7,1,1,1,4,9189,9,4,1
Taiwan,2021-01-18,0,500,7,1,0,0,1,9189,9,0,0
China,2020-11-08,2,490,8,1,0,0,4,10181,5,0,0
United Kingdom,2020-11-29,1,859,4,7,1,0,1,15748,4,0,0
India,2020-11-12,0,2687,2,7,1,0,1,51189,2,0,0
Spain,2020-11-19,5,536,6,1,1,0,81,9491,7,17,4
France,2021-01-01,0,553,5,7,1,0,3,9520,6,0,0
India,2021-01-31,0,2687,2,1,1,1,41,51189,2,27,2
United Kingdom,2020-11-02,3,859,4,1,1,0,2,15748,4,2,0
United States,2020-11-19,0,12384,1,7,1,0,11,233503,1,5,3
Germany,2021-01-06,1,490,8,1,0,0,1,9483,8,0,0
Germany,2020-12-03,1,490,8,1,1,1,0,9483,8,0,0
Singapore,2020-11-19,1,375,10,1,1,0,44,8899,10,19,2
India,2020-12-04,0,2687,2,3,1,0,3,51189,2,1,1
Singapore,2021-01-01,0,375,10,2,1,0,5,8899,10,0,0
Taiwan,2021-01-18,0,500,7,1,1,1,3,9189,9,0,0
United States,2020-12-01,0,12384,1,7,1,0,19,233503,1,6,1
France,2021-01-01,0,553,5,7,1,1,7,9520,6,0,0
France,2021-02-11,0,553,5,1,1,0,51,9520,6,14,1
United States,2021-02-01,0,12384,1,7,1,1,5,233503,1,0,0
Canada,2021-01-04,0,2067,3,3,1,0,10,37914,3,9,1
France,2020-12-15,3,553,5,1,1,1,5,9520,6,0,0
United Kingdom,2020-12-19,8,859,4,1,1,0,197,15748,4,60,6
Canada,2021-02-11,0,2067,3,1,1,0,187,37914,3,48,7
Italy,2020-11-30,2,386,9,1,0,0,0,7897,11,0,0
Spain,2020-11-05,2,536,6,1,0,0,1,9491,7,0,0
France,2020-12-18,1,553,5,3,1,0,0,9520,6,0,0
India,2021-02-20,0,2687,2,1,1,1,13,51189,2,7,0
Canada,2021-01-08,2,2067,3,1,1,1,41,37914,3,27,6
United States,2020-12-04,3,12384,1,1,0,1,6,233503,1,4,2
United States,2021-02-04,0,12384,1,1,0,0,3,233503,1,0,0
Germany,2020-11-01,2,490,8,1,1,0,4,9483,8,4,1
Taiwan,2020-12-05,2,500,7,1,0,0,1,9189,9,1,0
United States,2020-11-09,60,12384,1,1,1,0,638,233503,1,262,27
Singapore,2021-02-20,0,375,10,7,1,0,1,8899,10,0,0
United States,2021-01-09,26,12384,1,1,0,0,18,233503,1,5,1
India,2020-12-08,2,2687,2,1,0,1,0,51189,2,0,0
France,2020-11-12,1,553,5,1,0,0,0,9520,6,0,0
United States,2020-11-26,0,12384,1,3,1,1,5,233503,1,0,0
Canada,2020-11-08,11,2067,3,1,1,0,82,37914,3,32,6
India,2020-11-19,16,2687,2,1,1,0,311,51189,2,116,18
India,2020-12-22,1,2687,2,7,1,0,16,51189,2,14,0
India,2020-12-06,5,2687,2,1,1,1,28,51189,2,8,3
United Kingdom,2020-12-02,4,859,4,1,0,0,0,15748,4,0,0
United States,2021-01-17,0,12384,1,3,1,0,1,233503,1,1,0
India,2021-02-20,0,2687,2,1,1,0,101,51189,2,30,2
Singapore,2020-12-02,1,375,10,1,0,0,2,8899,10,0,0
United States,2020-12-23,2,12384,1,7,1,1,6,233503,1,0,0
Singapore,2020-12-12,2,375,10,1,1,0,73,8899,10,12,3
Taiwan,2020-11-28,3,500,7,1,1,0,92,9189,9,27,0
Taiwan,2021-01-03,0,500,7,1,0,1,1,9189,9,0,0
United Kingdom,2020-11-01,2,859,4,1,1,0,0,15748,4,0,0
Germany,2020-12-15,0,490,8,1,1,1,7,9483,8,2,1
United States,2020-11-19,0,12384,1,3,1,1,5,233503,1,2,1
Spain,2020-11-13,3,536,6,1,0,0,0,9491,7,0,0
Italy,2020-11-17,3,386,9,1,1,1,0,7897,11,0,0
United Kingdom,2020-12-09,1,859,4,1,1,1,0,15748,4,0,0
Canada,2020-11-12,17,2067,3,1,1,0,120,37914,3,38,2
United States,2021-01-26,2,12384,1,7,1,1,5,233503,1,0,0
India,2020-11-03,12,2687,2,1,0,0,8,51189,2,6,0
India,2020-12-03,17,2687,2,1,1,0,539,51189,2,168,5
Singapore,2020-12-29,1,375,10,1,1,1,4,8899,10,4,0
United Kingdom,2020-11-25,5,859,4,1,0,0,3,15748,4,2,0
Spain,2020-12-22,1,536,6,1,0,0,5,9491,7,0,0
India,2021-02-05,0,2687,2,1,0,1,3,51189,2,1,0
China,2021-01-06,0,490,8,1,1,1,3,10181,5,0,0
Taiwan,2021-01-11,3,500,7,1,0,0,5,9189,9,0,0
France,2021-02-15,0,553,5,1,1,0,38,9520,6,14,3
United States,2020-11-01,13,12384,1,1,1,1,5,233503,1,5,1
Canada,2021-01-20,17,2067,3,1,1,0,305,37914,3,105,16
Singapore,2020-11-23,6,375,10,1,1,0,52,8899,10,8,0
Canada,2020-12-27,0,2067,3,7,1,0,5,37914,3,4,0
Spain,2020-12-19,2,536,6,1,0,0,0,9491,7,0,0
Germany,2021-01-02,2,490,8,1,1,0,100,9483,8,30,1
United States,2020-11-20,0,12384,1,3,1,1,5,233503,1,0,0
Italy,2021-02-01,0,386,9,3,1,0,7,7897,11,4,0
United Kingdom,2020-12-09,6,859,4,1,0,0,5,15748,4,0,0
United States,2021-01-24,0,12384,1,3,1,0,3,233503,1,3,0
Spain,2020-12-12,3,536,6,1,1,1,5,9491,7,5,1
India,2020-11-06,0,2687,2,7,1,0,2,51189,2,0,0
Germany,2021-01-28,0,490,8,1,0,1,1,9483,8,0,0
India,2020-11-18,18,2687,2,1,1,0,306,51189,2,114,22
Italy,2020-11-29,1,386,9,1,1,1,10,7897,11,6,0
Taiwan,2020-12-11,0,500,7,1,1,1,10,9189,9,4,3
Spain,2021-01-20,3,536,6,1,1,0,72,9491,7,20,0
United States,2020-11-05,0,12384,1,7,1,0,8,233503,1,8,2
United States,2021-01-26,2,12384,1,1,0,1,18,233503,1,3,0
United Kingdom,2020-11-21,1,859,4,1,0,0,2,15748,4,0,0
Italy,2021-01-06,7,386,9,1,1,0,91,7897,11,33,3
United States,2021-01-20,1,12384,1,7,0,1,0,233503,1,0,0
India,2021-01-20,12,2687,2,1,0,0,7,51189,2,2,0
Canada,2021-01-17,0,2067,3,3,1,0,3,37914,3,3,1
Italy,2020-12-25,2,386,9,1,0,0,1,7897,11,0,0
India,2020-11-20,11,2687,2,1,0,0,3,51189,2,1,0
United States,2021-02-07,0,12384,1,7,1,1,3,233503,1,0,0
United Kingdom,2021-01-11,2,859,4,1,0,0,4,15748,4,1,0
India,2020-12-10,8,2687,2,1,1,1,45,51189,2,25,8
United Kingdom,2021-01-02,0,859,4,1,1,1,12,15748,4,5,0
United States,2020-12-31,0,12384,1,7,1,1,7,233503,1,0,0
France,2021-01-03,0,553,5,1,1,1,18,9520,6,18,0
United Kingdom,2021-02-13,0,859,4,1,1,0,58,15748,4,18,2
Spain,2020-11-12,4,536,6,1,1,0,31,9491,7,13,1
Canada,2021-02-08,0,2067,3,1,1,1,3,37914,3,2,0
Singapore,2021-01-04,0,375,10,2,1,0,6,8899,10,0,0
Italy,2020-12-07,3,386,9,1,1,0,71,7897,11,23,1
Italy,2021-01-08,1,386,9,1,0,0,0,7897,11,0,0
United Kingdom,2020-12-23,3,859,4,1,0,0,0,15748,4,0,0
Canada,2021-01-03,0,2067,3,7,1,0,7,37914,3,6,0
France,2021-01-21,6,553,5,1,1,0,110,9520,6,40,3
China,2020-12-04,1,490,8,1,1,0,74,10181,5,32,2
United States,2021-02-19,0,12384,1,7,1,1,5,233503,1,1,0
United States,2020-12-26,18,12384,1,1,0,0,24,233503,1,16,1
Italy,2020-12-10,1,386,9,1,1,1,13,7897,11,4,1
Spain,2020-12-08,7,536,6,1,1,0,110,9491,7,27,6
United Kingdom,2020-12-15,1,859,4,1,1,1,0,15748,4,0,0
Germany,2021-01-25,4,490,8,1,1,0,95,9483,8,42,6
Spain,2020-11-29,0,536,6,1,1,1,6,9491,7,0,0
China,2020-11-07,3,490,8,1,1,0,14,10181,5,12,2
United Kingdom,2020-12-08,13,859,4,1,1,0,203,15748,4,64,9
Taiwan,2020-11-12,1,500,7,1,0,0,1,9189,9,0,0
India,2021-02-08,0,2687,2,1,1,0,263,51189,2,74,4
Canada,2021-02-09,0,2067,3,7,1,0,4,37914,3,0,0
United States,2021-01-18,21,12384,1,1,1,1,181,233503,1,104,15
Italy,2020-12-12,3,386,9,1,1,0,67,7897,11,19,0
Taiwan,2021-01-24,1,500,7,1,1,1,13,9189,9,6,0
Canada,2020-12-15,12,2067,3,1,0,0,14,37914,3,4,0
Singapore,2020-12-18,1,375,10,1,1,0,76,8899,10,9,2
India,2021-01-19,3,2687,2,1,1,1,28,51189,2,17,0
United Kingdom,2021-01-19,5,859,4,1,1,0,130,15748,4,36,2
France,2020-12-17,10,553,5,1,1,0,97,9520,6,27,3
Italy,2020-12-11,2,386,9,1,0,0,0,7897,11,0,0
United Kingdom,2021-01-06,1,859,4,3,1,0,0,15748,4,0,0
Italy,2020-12-20,1,386,9,1,1,0,76,7897,11,21,0
Germany,2020-12-18,0,490,8,2,1,0,6,9483,8,0,0
Canada,2021-02-02,0,2067,3,7,1,1,1,37914,3,1,1
Canada,2021-01-21,5,2067,3,1,0,0,2,37914,3,0,0
China,2021-01-11,0,490,8,1,1,1,6,10181,5,0,0
India,2021-01-26,0,2687,2,1,0,1,8,51189,2,0,0
Italy,2020-12-23,2,386,9,1,1,0,78,7897,11,35,2
Canada,2021-01-08,0,2067,3,7,1,1,2,37914,3,2,0
United States,2021-01-21,0,12384,1,7,1,1,5,233503,1,3,0
United States,2021-02-08,0,12384,1,1,1,1,98,233503,1,32,1
India,2020-12-22,3,2687,2,1,1,1,70,51189,2,28,3
Spain,2021-01-12,0,536,6,1,1,0,92,9491,7,23,1
Spain,2020-12-18,0,536,6,1,1,1,7,9491,7,3,0
India,2020-12-14,0,2687,2,3,1,0,1,51189,2,0,0
Canada,2020-12-04,3,2067,3,1,0,1,1,37914,3,0,0
China,2021-01-29,0,490,8,1,1,0,130,10181,5,62,11
China,2021-01-01,1,490,8,1,1,1,4,10181,5,4,0
Canada,2020-12-09,26,2067,3,1,1,0,433,37914,3,165,18
United States,2020-11-27,25,12384,1,1,0,0,22,233503,1,9,0
Canada,2021-01-25,7,2067,3,1,0,0,5,37914,3,0,0
United Kingdom,2020-12-11,0,859,4,7,1,0,5,15748,4,0,0
India,2021-01-20,1,2687,2,1,0,1,5,51189,2,4,0
France,2020-11-14,0,553,5,1,1,0,22,9520,6,8,0
Singapore,2020-11-19,2,375,10,1,1,1,12,8899,10,9,0
Spain,2020-11-09,1,536,6,1,1,0,35,9491,7,11,4
Singapore,2021-02-14,0,375,10,7,1,0,2,8899,10,2,1
Singapore,2020-12-10,3,375,10,1,0,0,1,8899,10,1,0
United Kingdom,2020-11-18,1,859,4,1,0,0,1,15748,4,1,0
United States,2021-01-02,61,12384,1,1,1,0,2499,233503,1,841,81
Taiwan,2021-01-22,0,500,7,1,1,1,7,9189,9,4,0
Canada,2020-12-05,16,2067,3,1,1,0,432,37914,3,165,28
United States,2020-12-30,27,12384,1,1,0,0,24,233503,1,12,0
Canada,2021-01-13,1,2067,3,1,0,1,0,37914,3,0,0
Singapore,2020-12-08,2,375,10,1,0,0,1,8899,10,0,0
India,2020-12-17,25,2687,2,1,1,0,628,51189,2,183,24
United Kingdom,2020-11-10,6,859,4,1,1,0,49,15748,4,14,3
United States,2021-01-23,30,12384,1,1,0,0,18,233503,1,5,1
Spain,2021-01-01,1,536,6,1,1,0,117,9491,7,37,2
France,2021-02-06,0,553,5,1,1,0,87,9520,6,35,6
Germany,2020-11-16,1,490,8,1,1,0,47,9483,8,21,4
United States,2021-01-08,28,12384,1,1,1,1,130,233503,1,69,15
United States,2021-01-12,53,12384,1,1,0,0,31,233503,1,12,0
United States,2021-01-30,0,12384,1,1,1,0,2300,233503,1,790,78
Singapore,2021-01-14,0,375,10,1,1,1,9,8899,10,7,0
Germany,2021-02-24,0,490,8,1,1,0,16,9483,8,0,0
Italy,2020-11-23,1,386,9,1,0,0,0,7897,11,0,0
Taiwan,2020-11-15,3,500,7,1,0,0,2,9189,9,0,0
France,2021-01-10,0,553,5,1,0,1,1,9520,6,0,0
United Kingdom,2020-11-18,1,859,4,1,1,1,5,15748,4,4,0
Singapore,2020-12-03,0,375,10,1,1,1,16,8899,10,9,1
Spain,2020-11-14,1,536,6,1,0,0,2,9491,7,0,0
Canada,2021-01-12,0,2067,3,3,1,0,6,37914,3,6,0
Spain,2020-11-27,0,536,6,1,1,1,9,9491,7,2,0
Germany,2021-01-14,9,490,8,1,1,0,144,9483,8,29,3
Spain,2020-12-27,0,536,6,1,0,0,1,9491,7,1,0
China,2021-01-08,1,490,8,1,0,1,0,10181,5,0,0
China,2020-12-24,1,490,8,1,1,1,6,10181,5,6,0
India,2021-01-03,0,2687,2,7,1,0,7,51189,2,3,0
United States,2021-02-10,0,12384,1,7,1,1,3,233503,1,0,0
Spain,2021-01-09,3,536,6,1,1,0,79,9491,7,28,5
United Kingdom,2021-01-16,0,859,4,1,0,0,2,15748,4,2,0
Spain,2020-12-14,1,536,6,1,0,0,5,9491,7,0,0
United Kingdom,2020-11-12,1,859,4,1,1,0,46,15748,4,17,3
Canada,2021-01-11,0,2067,3,1,0,1,1,37914,3,0,0
Italy,2021-01-30,0,386,9,1,1,1,4,7897,11,0,0
Singapore,2020-11-20,1,375,10,1,1,0,43,8899,10,18,0
Spain,2021-01-07,2,536,6,1,0,0,2,9491,7,0,0
India,2020-11-04,14,2687,2,1,1,0,90,51189,2,38,8
Spain,2020-11-28,3,536,6,1,1,0,124,9491,7,42,2
United States,2021-01-27,1,12384,1,1,0,1,16,233503,1,0,0
United Kingdom,2021-01-29,0,859,4,1,1,0,172,15748,4,58,6
United Kingdom,2021-01-11,0,859,4,1,0,1,7,15748,4,0,0
Italy,2021-02-13,0,386,9,1,1,0,34,7897,11,6,1
Germany,2021-01-16,2,490,8,1,0,0,3,9483,8,1,0
United Kingdom,2020-11-18,1,859,4,7,1,0,3,15748,4,3,0
France,2021-02-16,0,553,5,1,1,0,35,9520,6,17,2
Spain,2020-11-01,1,536,6,1,1,0,2,9491,7,0,0
United Kingdom,2021-01-15,0,859,4,1,0,1,7,15748,4,0,0
Singapore,2020-11-15,1,375,10,1,1,1,8,8899,10,4,0
Italy,2021-01-18,3,386,9,1,1,0,76,7897,11,29,2
Italy,2020-12-04,1,386,9,1,1,1,8,7897,11,6,2
India,2021-01-01,1,2687,2,1,1,1,37,51189,2,5,1
Singapore,2021-01-04,4,375,10,1,1,0,112,8899,10,36,3
Canada,2020-11-14,4,2067,3,1,1,0,163,37914,3,57,10
France,2020-12-30,0,553,5,7,1,1,7,9520,6,0,0
Germany,2020-11-14,1,490,8,1,0,0,2,9483,8,0,0
United States,2020-11-09,0,12384,1,3,1,0,5,233503,1,4,0
Singapore,2020-12-17,1,375,10,1,0,0,0,8899,10,0,0
United Kingdom,2021-01-16,0,859,4,1,1,1,11,15748,4,7,0
Canada,2020-12-26,3,2067,3,1,1,1,26,37914,3,14,2
Germany,2020-12-14,1,490,8,2,1,0,5,9483,8,2,1
United States,2021-01-25,0,12384,1,7,1,0,11,233503,1,9,0
United States,2021-01-24,0,12384,1,3,1,1,4,233503,1,1,0
United States,2021-01-22,0,12384,1,3,1,0,1,233503,1,1,0
Canada,2021-01-06,0,2067,3,7,1,1,2,37914,3,2,0
Germany,2020-11-22,2,490,8,1,1,0,53,9483,8,23,1
Singapore,2020-12-21,3,375,10,1,0,0,0,8899,10,0,0
Singapore,2021-01-20,0,375,10,1,1,1,2,8899,10,0,0
Germany,2021-01-13,3,490,8,1,0,0,1,9483,8,0,0
India,2020-11-27,9,2687,2,1,0,0,10,51189,2,2,0
Canada,2021-01-24,6,2067,3,1,0,0,0,37914,3,0,0
India,2020-12-28,0,2687,2,7,1,0,14,51189,2,5,2
France,2021-02-02,0,553,5,3,1,0,3,9520,6,0,0
Germany,2020-11-17,2,490,8,1,0,0,1,9483,8,0,0
Canada,2021-01-28,0,2067,3,1,1,0,342,37914,3,101,7
Canada,2021-02-07,0,2067,3,1,0,0,6,37914,3,0,0
France,2020-11-20,2,553,5,1,0,0,0,9520,6,0,0
United States,2021-01-26,1,12384,1,7,1,0,9,233503,1,3,1
Spain,2020-11-11,2,536,6,1,1,0,35,9491,7,14,2
France,2021-01-17,1,553,5,1,0,1,1,9520,6,0,0
France,2021-01-15,3,553,5,1,1,0,101,9520,6,36,5
United Kingdom,2021-02-10,0,859,4,1,1,1,5,15748,4,1,0
Spain,2020-11-21,2,536,6,1,0,0,1,9491,7,0,0
China,2020-11-19,0,490,8,1,0,0,1,10181,5,0,0
Spain,2020-12-13,2,536,6,1,1,1,3,9491,7,3,1
Canada,2021-01-20,5,2067,3,1,0,0,2,37914,3,1,0
France,2021-01-29,0,553,5,1,1,0,112,9520,6,36,1
Taiwan,2021-01-19,2,500,7,1,0,0,4,9189,9,0,0
United Kingdom,2020-12-04,6,859,4,1,1,0,148,15748,4,69,17
United Kingdom,2021-02-18,0,859,4,1,1,0,27,15748,4,15,0
Italy,2021-01-24,1,386,9,1,0,0,1,7897,11,0,0
Canada,2021-01-23,0,2067,3,3,1,0,2,37914,3,2,0
Italy,2021-01-09,0,386,9,1,1,1,14,7897,11,2,0
Singapore,2020-11-17,1,375,10,1,1,1,8,8899,10,8,0
Canada,2020-11-15,2,2067,3,1,1,1,6,37914,3,6,0
Singapore,2020-11-16,0,375,10,1,1,1,8,8899,10,3,1
China,2020-11-29,1,490,8,1,0,0,1,10181,5,1,0
France,2020-12-08,2,553,5,1,1,1,16,9520,6,1,0
United Kingdom,2020-12-11,1,859,4,1,1,1,0,15748,4,0,0
India,2021-01-29,0,2687,2,1,1,1,52,51189,2,32,3
India,2020-12-18,18,2687,2,1,1,0,621,51189,2,187,14
India,2021-01-16,2,2687,2,1,0,0,5,51189,2,0,0
United States,2021-01-11,1,12384,1,7,1,1,10,233503,1,8,2
China,2021-01-15,0,490,8,1,1,1,3,10181,5,3,2
China,2020-12-01,2,490,8,1,0,0,2,10181,5,2,0
India,2020-12-13,7,2687,2,1,0,0,5,51189,2,1,0
China,2020-11-26,2,490,8,1,1,0,81,10181,5,32,1
India,2020-11-02,9,2687,2,1,0,0,7,51189,2,0,0
Canada,2021-01-10,2,2067,3,1,0,0,2,37914,3,1,0
Spain,2021-01-25,3,536,6,1,1,0,72,9491,7,25,0
Singapore,2020-11-06,0,375,10,1,1,0,11,8899,10,6,0
United States,2021-01-18,0,12384,1,3,1,0,3,233503,1,3,1
China,2021-01-19,1,490,8,1,0,0,0,10181,5,0,0
China,2021-02-07,0,490,8,1,1,0,72,10181,5,31,5
Canada,2021-02-01,0,2067,3,7,1,1,1,37914,3,1,0
Canada,2021-01-12,0,2067,3,7,1,0,1,37914,3,1,0
United States,2021-02-03,0,12384,1,3,1,0,1,233503,1,1,0
France,2020-11-27,4,553,5,1,1,0,68,9520,6,27,5
China,2021-02-14,0,490,8,1,1,0,22,10181,5,1,0
United Kingdom,2020-11-21,2,859,4,1,1,1,5,15748,4,4,1
United Kingdom,2020-11-22,2,859,4,1,0,0,1,15748,4,0,0
India,2021-01-11,7,2687,2,1,1,1,51,51189,2,32,2
Singapore,2020-11-11,1,375,10,1,1,1,4,8899,10,4,0
Spain,2021-01-29,0,536,6,1,1,1,7,9491,7,2,0
Spain,2020-12-20,5,536,6,1,1,0,118,9491,7,34,3
France,2020-12-25,0,553,5,7,1,1,7,9520,6,1,0
Italy,2020-11-27,0,386,9,1,1,1,10,7897,11,5,1
Spain,2020-11-06,5,536,6,1,1,0,32,9491,7,10,5
United Kingdom,2021-01-21,1,859,4,1,0,0,4,15748,4,0,0
Canada,2021-02-04,0,2067,3,1,0,0,5,37914,3,0,0
India,2020-12-02,3,2687,2,1,1,1,32,51189,2,15,1
Canada,2020-11-11,14,2067,3,1,0,0,4,37914,3,0,0
Singapore,2021-01-08,0,375,10,1,1,1,11,8899,10,4,0
India,2020-11-29,14,2687,2,1,1,0,448,51189,2,141,20
India,2021-01-27,0,2687,2,3,1,0,2,51189,2,2,0
Singapore,2021-01-30,0,375,10,2,1,0,3,8899,10,2,1
United States,2020-11-11,0,12384,1,2,1,0,2,233503,1,2,0
Taiwan,2021-02-16,0,500,7,1,1,0,54,9189,9,22,0
France,2021-01-16,2,553,5,1,1,0,107,9520,6,33,3
United States,2020-11-12,18,12384,1,1,1,1,98,233503,1,53,7
China,2020-12-08,6,490,8,1,1,0,92,10181,5,50,5
United Kingdom,2020-12-25,2,859,4,1,1,1,16,15748,4,12,2
Taiwan,2020-11-27,2,500,7,1,1,0,94,9189,9,32,2
United States,2020-12-31,1,12384,1,7,1,0,22,233503,1,4,4
Canada,2020-12-05,6,2067,3,1,0,0,6,37914,3,3,0
Taiwan,2020-12-27,3,500,7,1,0,0,2,9189,9,2,0
Italy,2021-01-11,0,386,9,1,1,1,6,7897,11,0,0
Italy,2021-01-28,0,386,9,3,1,0,7,7897,11,6,0
United States,2021-01-07,0,12384,1,7,1,1,11,233503,1,11,1
Italy,2020-11-14,0,386,9,7,1,1,6,7897,11,0,0
China,2020-11-16,1,490,8,1,0,0,1,10181,5,0,0
India,2020-12-04,0,2687,2,1,0,1,1,51189,2,0,0
China,2021-01-14,2,490,8,1,1,1,6,10181,5,3,0
Germany,2021-01-29,0,490,8,1,1,0,74,9483,8,23,4
Taiwan,2021-01-08,4,500,7,1,1,0,122,9189,9,36,3
Taiwan,2021-01-22,4,500,7,1,1,0,95,9189,9,20,2
Canada,2020-11-18,5,2067,3,1,0,0,2,37914,3,0,0
China,2021-02-01,0,490,8,1,1,0,89,10181,5,38,1
United States,2021-02-12,0,12384,1,1,1,1,66,233503,1,29,1
Italy,2020-11-28,2,386,9,1,1,1,10,7897,11,5,1
United States,2020-11-14,0,12384,1,3,1,0,4,233503,1,4,3
Taiwan,2020-12-14,4,500,7,1,0,0,2,9189,9,2,0
China,2020-11-29,1,490,8,1,1,1,11,10181,5,1,0
United Kingdom,2021-01-23,7,859,4,1,1,0,167,15748,4,29,4
United States,2020-11-08,10,12384,1,1,1,1,61,233503,1,37,4
United States,2021-01-06,116,12384,1,1,1,0,2516,233503,1,843,103
Canada,2020-11-18,2,2067,3,1,1,1,3,37914,3,0,0
China,2021-01-15,7,490,8,1,1,0,112,10181,5,47,5
Italy,2020-11-22,0,386,9,1,1,1,3,7897,11,0,0
Italy,2020-11-01,1,386,9,1,1,1,0,7897,11,0,0
Canada,2021-02-13,0,2067,3,1,1,1,4,37914,3,3,0
Taiwan,2020-12-10,1,500,7,7,1,1,0,9189,9,0,0
United States,2021-01-03,0,12384,1,7,1,0,17,233503,1,5,4
China,2021-02-08,0,490,8,1,1,1,3,10181,5,1,0
India,2020-11-20,3,2687,2,1,0,1,0,51189,2,0,0
Germany,2020-11-17,5,490,8,1,1,0,48,9483,8,18,2
France,2021-02-12,0,553,5,1,1,0,36,9520,6,16,4
Italy,2020-12-24,2,386,9,1,0,0,1,7897,11,0,0
United States,2020-12-02,6,12384,1,1,0,1,8,233503,1,3,3
Singapore,2021-01-11,1,375,10,7,1,0,0,8899,10,0,0
United Kingdom,2020-12-12,0,859,4,7,1,0,5,15748,4,1,1
Singapore,2020-11-04,2,375,10,1,1,0,6,8899,10,0,0
Singapore,2021-01-28,0,375,10,1,1,0,92,8899,10,20,0
Canada,2021-02-18,0,2067,3,1,1,0,150,37914,3,36,5
United Kingdom,2021-01-09,0,859,4,1,1,1,7,15748,4,0,0
United States,2020-12-02,2,12384,1,7,1,1,8,233503,1,8,0
United States,2020-11-23,21,12384,1,1,1,1,170,233503,1,90,15
Canada,2021-01-19,7,2067,3,1,0,0,5,37914,3,1,0
United States,2021-01-29,0,12384,1,1,0,0,12,233503,1,4,0
Spain,2021-02-09,0,536,6,1,1,1,6,9491,7,0,0
Singapore,2020-12-06,2,375,10,1,0,0,0,8899,10,0,0
United Kingdom,2020-11-23,3,859,4,1,1,0,113,15748,4,30,3
